index,name,lat,lng,geopoint,number_of_employees,amount_raised_k$,category_code,wealth,news_agencies,offices_near,final_score,bar,bus,subway_station
92,BitGravity,39.613859,-104.894986,"{'type': 'Point', 'coordinates': [-104.894986, 39.613859]}",50,2500.0,network_hosting,0.6635857727,-0.0,0.0196078431372549,0.6831936158372549,16,0,0
1515,Trackset,40.73998,-73.9907472,"{'type': 'Point', 'coordinates': [-73.9907472, 40.73998]}",30,0.0,software,0.0508881802,-0.0,0.6274509803921569,0.6783391605921568,20,12,14
103,LucidEra,42.38941,-71.146011,"{'type': 'Point', 'coordinates': [-71.146011, 42.38941]}",40,15600.0,enterprise,0.6551022842,-0.0,0.0196078431372549,0.674710127337255,0,1,1
91,JibJab,37.838225,-122.296411,"{'type': 'Point', 'coordinates': [-122.296411, 37.838225]}",37,17900.0,web,0.6146012703,-0.0,0.058823529411764705,0.6734247997117647,11,3,0
549,mmCHANNEL,17.385044,78.486671,"{'type': 'Point', 'coordinates': [78.486671, 17.385044]}",50,2218.76,other,0.6534639227,-0.0,0.0196078431372549,0.6730717658372549,19,4,2
622,db4objects,40.740441,-73.993376,"{'type': 'Point', 'coordinates': [-73.993376, 40.740441]}",50,0.0,mobile,0.0848136337,-0.0,0.5882352941176471,0.673048927817647,20,8,14
1381,Simulmedia,42.409853,-71.256461,"{'type': 'Point', 'coordinates': [-71.256461, 42.409853]}",35,57300.0,advertising,0.6504560387,-0.0,0.0196078431372549,0.670063881837255,0,0,0
449,SquareClock,40.754211,-73.97917,"{'type': 'Point', 'coordinates': [-73.97917, 40.754211]}",10,1250.0,web,0.1209594883,-0.0,0.5490196078431373,0.6699790961431373,20,14,16
1555,Busca Corp,49.198812,-122.845783,"{'type': 'Point', 'coordinates': [-122.845783, 49.198812]}",45,5000.0,games_video,0.6501366934,-0.0,0.0196078431372549,0.669744536537255,2,3,1
1546,FTRANS,40.364045,-74.651262,"{'type': 'Point', 'coordinates': [-74.651262, 40.364045]}",40,14100.0,software,0.648242821,-0.0,0.0196078431372549,0.6678506641372549,0,0,0
1237,TRAFFIQ,47.6023367,-122.2850112,"{'type': 'Point', 'coordinates': [-122.2850112, 47.6023367]}",39,18000.0,advertising,0.6481915111,-0.0,0.0196078431372549,0.6677993542372549,3,0,0
207,Krillion,40.7387945,-73.9939213,"{'type': 'Point', 'coordinates': [-73.9939213, 40.7387945]}",10,9650.0,web,0.1556281529,-0.0,0.5098039215686274,0.6654320744686274,20,2,16
728,GreenLogic India Tecnologies,40.740512,-73.987794,"{'type': 'Point', 'coordinates': [-73.987794, 40.740512]}",10,0.0,advertising,0.0169627267,-0.0,0.6470588235294118,0.6640215502294118,20,15,13
706,MetaPack,30.2729209,-97.7443863,"{'type': 'Point', 'coordinates': [-97.7443863, 30.2729209]}",30,20500.0,software,0.5052270217,-0.0,0.1568627450980392,0.6620897667980392,20,4,0
403,gate5,33.827405,-118.33433,"{'type': 'Point', 'coordinates': [-118.33433, 33.827405]}",40,12757.85,mobile,0.6414558285,-0.0,0.0196078431372549,0.661063671637255,1,0,0
1012,Verix,59.4064174,17.9348818,"{'type': 'Point', 'coordinates': [17.9348818, 59.4064174]}",40,12700.0,software,0.6411474614,-0.0,0.0196078431372549,0.660755304537255,5,0,2
858,AMF Ventures,37.781262,-122.394958,"{'type': 'Point', 'coordinates': [-122.394958, 37.781262]}",18,0.0,consulting,0.0305329081,-0.0,0.6274509803921569,0.6579838884921568,20,5,0
1621,SensorLogic,40.045238,-76.362583,"{'type': 'Point', 'coordinates': [-76.362583, 40.045238]}",38,19000.0,enterprise,0.6350563004,-0.0,0.0196078431372549,0.654664143537255,3,0,0
291,Mirror42,40.754698,-73.992152,"{'type': 'Point', 'coordinates': [-73.992152, 40.754698]}",15,1200.0,software,0.180400554,-0.0,0.47058823529411764,0.6509887892941176,20,10,14
359,Dezide,37.781264,-122.391515,"{'type': 'Point', 'coordinates': [-122.391515, 37.781264]}",12,350.0,software,0.1192398233,-0.0,0.5294117647058824,0.6486515880058824,20,3,0
1380,Cognitive Match,-31.97822,115.89084,"{'type': 'Point', 'coordinates': [115.89084, -31.97822]}",40,10200.0,advertising,0.6262735741,-0.0,0.0196078431372549,0.6458814172372549,6,0,0
122,Livemocha,49.285173,-123.095238,"{'type': 'Point', 'coordinates': [-123.095238, 49.285173]}",35,19400.0,education,0.5861571869,-0.0,0.058823529411764705,0.6449807163117647,20,0,0
906,North Storm Media Networks,40.748634,-73.994203,"{'type': 'Point', 'coordinates': [-73.994203, 40.748634]}",10,0.0,network_hosting,0.0169627267,-0.0,0.6274509803921569,0.6444137070921568,20,5,13
804,302designs,40.740145,-73.985207,"{'type': 'Point', 'coordinates': [-73.985207, 40.740145]}",10,0.0,other,0.0169627267,-0.0,0.6274509803921569,0.6444137070921568,20,16,10
216,OneSwirl,40.73993,-73.9930489,"{'type': 'Point', 'coordinates': [-73.9930489, 40.73993]}",20,0.0,web,0.0339254535,-0.0,0.6078431372549019,0.6417685907549019,20,7,14
1516,Trackset,37.782862,-122.392342,"{'type': 'Point', 'coordinates': [-122.392342, 37.782862]}",30,0.0,software,0.0508881802,-0.0,0.5882352941176471,0.639123474317647,20,4,0
1130,EcoVadis,42.2557234,-71.8488194,"{'type': 'Point', 'coordinates': [-71.8488194, 42.2557234]}",50,1400.0,cleantech,0.6144092592,-0.0,0.0196078431372549,0.634017102337255,0,0,0
645,Terapeak,36.13996,-86.796377,"{'type': 'Point', 'coordinates': [-86.796377, 36.13996]}",44,3757.19,ecommerce,0.6143607379,-0.0,0.0196078431372549,0.633968581037255,16,0,0
34,GoingOn,35.612679,-97.5736,"{'type': 'Point', 'coordinates': [-97.5736, 35.612679]}",40,8500.0,software,0.6139028911,-0.0,0.0196078431372549,0.6335107342372549,7,0,0
562,AdScale,38.802365,-77.046498,"{'type': 'Point', 'coordinates': [-77.046498, 38.802365]}",40,6150.0,advertising,0.5919453822,-0.0,0.0392156862745098,0.6311610684745098,20,0,0
1139,mydeco,51.5123833,-0.1158832,"{'type': 'Point', 'coordinates': [-0.1158832, 51.5123833]}",35,15310.65,web,0.5721029673,-0.0,0.058823529411764705,0.6309264967117647,20,16,8
1046,expressor software,48.8545738,2.3216223,"{'type': 'Point', 'coordinates': [2.3216223, 48.8545738]}",35,29100.0,software,0.6102294653,-0.0,0.0196078431372549,0.6298373084372549,20,12,14
1485,tracx,28.031821,-82.504803,"{'type': 'Point', 'coordinates': [-82.504803, 28.031821]}",40,7900.0,analytics,0.6089359738,-0.0,0.0196078431372549,0.6285438169372549,6,0,0
1486,tracx,40.458178,-3.6845894,"{'type': 'Point', 'coordinates': [-3.6845894, 40.458178]}",40,7900.0,analytics,0.6089359738,-0.0,0.0196078431372549,0.6285438169372549,20,6,4
714,VideoSurf,34.1030032,-118.4104684,"{'type': 'Point', 'coordinates': [-118.4104684, 34.1030032]}",35,28000.0,hardware,0.6079417393,-0.0,0.0196078431372549,0.6275495824372549,0,0,0
1116,Webzzle,37.785271,-122.397582,"{'type': 'Point', 'coordinates': [-122.397582, 37.785271]}",10,0.0,web,0.0169627267,-0.4,1.0,0.6169627267,20,20,3
121,4Home,34.096359,-118.371279,"{'type': 'Point', 'coordinates': [-118.371279, 34.096359]}",36,9150.0,software,0.5570124025,-0.0,0.058823529411764705,0.6158359319117647,20,0,0
1405,BioVex,37.382162,-122.036301,"{'type': 'Point', 'coordinates': [-122.036301, 37.382162]}",29,122000.0,biotech,0.5761246183,-0.0,0.0392156862745098,0.6153403045745097,15,1,0
1718,Copybook Solutions,40.756054,-73.986951,"{'type': 'Point', 'coordinates': [-73.986951, 40.756054]}",50,0.0,advertising,0.0848136337,-0.0,0.5294117647058824,0.6142253984058823,20,6,16
348,Squace,40.740162,-73.993367,"{'type': 'Point', 'coordinates': [-73.993367, 40.740162]}",15,0.0,mobile,0.0254440901,-0.0,0.5882352941176471,0.6136793842176471,20,7,14
183,ModiFace,37.391727,-122.077597,"{'type': 'Point', 'coordinates': [-122.077597, 37.391727]}",35,4250.0,analytics,0.496013198,-0.0,0.11764705882352941,0.6136602568235294,19,5,0
44,Techstars,37.491356,-122.228843,"{'type': 'Point', 'coordinates': [-122.228843, 37.491356]}",30,34000.0,finance,0.5309731657,-0.0,0.0784313725490196,0.6094045382490196,20,0,0
579,ArtistForce,40.741179,-73.993182,"{'type': 'Point', 'coordinates': [-73.993182, 40.741179]}",12,0.0,software,0.0203552721,-0.0,0.5882352941176471,0.6085905662176471,20,10,14
1607,SkyFuel,26.1379914,-80.4176542,"{'type': 'Point', 'coordinates': [-80.4176542, 26.1379914]}",35,17000.0,cleantech,0.5783168615,-0.0,0.0196078431372549,0.5979247046372549,1,0,0
559,StoneFly,37.781689,-122.391061,"{'type': 'Point', 'coordinates': [-122.391061, 37.781689]}",50,0.0,hardware,0.0848136337,-0.0,0.5098039215686274,0.5946175552686275,20,2,0
1033,Webedia,40.7543489,-73.9789451,"{'type': 'Point', 'coordinates': [-73.9789451, 40.7543489]}",50,0.0,web,0.0848136337,-0.0,0.5098039215686274,0.5946175552686275,20,14,16
662,Purewire,26.120726,-80.3728937,"{'type': 'Point', 'coordinates': [-80.3728937, 26.120726]}",40,4750.0,enterprise,0.5744189865,-0.0,0.0196078431372549,0.594026829637255,0,0,0
77,OneRiot,55.378051,-3.435973,"{'type': 'Point', 'coordinates': [-3.435973, 55.378051]}",32,27300.0,advertising,0.5544581784,-0.0,0.0392156862745098,0.5936738646745098,2,0,0
1667,InteliCloud,37.383777,-121.963705,"{'type': 'Point', 'coordinates': [-121.963705, 37.383777]}",40,3420.0,network_hosting,0.5521296876,-0.0,0.0392156862745098,0.5913453738745098,1,0,0
1443,Calient Technologies,42.3622154,-71.2008408,"{'type': 'Point', 'coordinates': [-71.2008408, 42.3622154]}",30,51400.0,network_hosting,0.5520041131,-0.0,0.0392156862745098,0.5912197993745097,2,0,0
1141,CrossTech Partners,37.7870923,-122.3999719,"{'type': 'Point', 'coordinates': [-122.3999719, 37.7870923]}",50,0.0,enterprise,0.0848136337,-0.4,0.9019607843137255,0.5867744180137255,20,20,3
855,Apaja,42.431652,-71.455658,"{'type': 'Point', 'coordinates': [-71.455658, 42.431652]}",44,1941.41,games_video,0.5650818111,-0.0,0.0196078431372549,0.5846896542372549,4,0,0
64,Fotolog,50.796645,4.400604,"{'type': 'Point', 'coordinates': [4.400604, 50.796645]}",40,4000.0,network_hosting,0.5627587907,-0.0,0.0196078431372549,0.582366633837255,2,0,0
154,Snap Technologies,-33.884685,151.216427,"{'type': 'Point', 'coordinates': [151.216427, -33.884685]}",32,10000.0,web,0.4999439583,-0.0,0.0784313725490196,0.5783753308490196,20,5,0
96,Evi,37.7749295,-122.4194155,"{'type': 'Point', 'coordinates': [-122.4194155, 37.7749295]}",25,3184.62,search,0.3420571273,-0.0,0.23529411764705882,0.5773512449470588,20,11,1
1335,dsignz media,40.738567,-73.987199,"{'type': 'Point', 'coordinates': [-73.987199, 40.738567]}",25,0.0,web,0.0424068169,-0.0,0.5294117647058824,0.5718185816058824,20,13,14
1096,NetCitadel,40.756054,-73.986951,"{'type': 'Point', 'coordinates': [-73.986951, 40.756054]}",25,0.0,security,0.0424068169,-0.0,0.5294117647058824,0.5718185816058824,20,6,16
1451,Owlient,41.9442565,12.5300957,"{'type': 'Point', 'coordinates': [12.5300957, 41.9442565]}",40,3328.13,games_video,0.5502821097,-0.0,0.0196078431372549,0.569889952837255,20,0,2
1446,Owlient,37.5672167,15.0656891,"{'type': 'Point', 'coordinates': [15.0656891, 37.5672167]}",40,3328.13,games_video,0.5502821097,-0.0,0.0196078431372549,0.569889952837255,19,0,0
387,Dotmenu,40.753877,-73.991512,"{'type': 'Point', 'coordinates': [-73.991512, 40.753877]}",35,0.0,web,0.0593695436,-0.0,0.5098039215686274,0.5691734651686274,20,9,14
353,Smarkets,37.790346,-122.40185,"{'type': 'Point', 'coordinates': [-122.40185, 37.790346]}",15,2710.0,sports,0.2011279988,-0.4,0.7647058823529411,0.5658338811529411,20,20,3
745,Spectrum Bridge,32.800325,-96.820064,"{'type': 'Point', 'coordinates': [-96.820064, 32.800325]}",32,23300.0,network_hosting,0.5458583016,-0.0,0.0196078431372549,0.565466144737255,20,0,0
104,Mogreet,32.0554,34.7595,"{'type': 'Point', 'coordinates': [34.7595, 32.0554]}",30,14000.0,mobile,0.4858199207,-0.0,0.0784313725490196,0.5642512932490196,20,0,0
950,Solid State Group,40.756054,-73.986951,"{'type': 'Point', 'coordinates': [-73.986951, 40.756054]}",18,0.0,web,0.0305329081,-0.0,0.5294117647058824,0.5599446728058823,20,6,16
774,Pathable,37.7875973,-122.4035368,"{'type': 'Point', 'coordinates': [-122.4035368, 37.7875973]}",18,314.0,network_hosting,0.1755456879,-0.4,0.7843137254901961,0.5598594133901961,20,18,3
974,SynapSense,40.7283696,-73.9923918,"{'type': 'Point', 'coordinates': [-73.9923918, 40.7283696]}",20,43500.0,network_hosting,0.3623413562,-0.0,0.19607843137254902,0.5584197875725491,20,2,12
1014,Three Melons,37.770067,-122.407603,"{'type': 'Point', 'coordinates': [-122.407603, 37.770067]}",35,600.0,other,0.3797827942,-0.0,0.17647058823529413,0.5562533824352941,20,3,0
1501,Objectivity,37.779868,-122.392343,"{'type': 'Point', 'coordinates': [-122.392343, 37.779868]}",50,0.0,software,0.0848136337,-0.0,0.47058823529411764,0.5554018689941176,20,4,0
1557,edelight,40.756054,-73.986951,"{'type': 'Point', 'coordinates': [-73.986951, 40.756054]}",15,0.0,ecommerce,0.0254440901,-0.0,0.5294117647058824,0.5548558548058824,20,6,16
1340,Frosmo,40.756054,-73.986951,"{'type': 'Point', 'coordinates': [-73.986951, 40.756054]}",15,0.0,ecommerce,0.0254440901,-0.0,0.5294117647058824,0.5548558548058824,20,6,16
757,Inadco,48.8691369,2.3602202,"{'type': 'Point', 'coordinates': [2.3602202, 48.8691369]}",30,17000.0,advertising,0.495700167,-0.0,0.058823529411764705,0.5545236964117647,20,14,13
331,Jinni,26.119403,-80.143394,"{'type': 'Point', 'coordinates': [-80.143394, 26.119403]}",35,8100.0,games_video,0.5343032929,-0.0,0.0196078431372549,0.553911136037255,20,16,0
1017,Intelligent Software Company,40.7543489,-73.9789451,"{'type': 'Point', 'coordinates': [-73.9789451, 40.7543489]}",25,0.0,software,0.0424068169,-0.0,0.5098039215686274,0.5522107384686274,20,14,16
1444,tolingo,47.6008008,-122.3342585,"{'type': 'Point', 'coordinates': [-122.3342585, 47.6008008]}",40,600.0,messaging,0.434037479,-0.0,0.11764705882352941,0.5516845378235294,20,11,0
354,Futurlink,45.539065,-73.609532,"{'type': 'Point', 'coordinates': [-73.609532, 45.539065]}",35,7620.0,mobile,0.5306765446,-0.0,0.0196078431372549,0.550284387737255,20,10,4
63,PixSense,40.357978,-111.777531,"{'type': 'Point', 'coordinates': [-111.777531, 40.357978]}",35,7400.0,mobile,0.5289372325,-0.0,0.0196078431372549,0.548545075637255,0,0,0
223,Liftopia,47.634741,-122.340435,"{'type': 'Point', 'coordinates': [-122.340435, 47.634741]}",35,7300.0,ecommerce,0.5281294711,-0.0,0.0196078431372549,0.5477373142372549,6,0,0
123,Widgetbox,37.377624,-122.113773,"{'type': 'Point', 'coordinates': [-122.113773, 37.377624]}",30,14500.0,other,0.4876056541,-0.0,0.058823529411764705,0.5464291835117647,6,0,0
450,ScreenScape Networks,47.617732,-122.357317,"{'type': 'Point', 'coordinates': [-122.357317, 47.617732]}",29,4000.0,advertising,0.4080001232,-0.0,0.13725490196078433,0.5452550251607844,20,1,0
1190,Asoka,55.677733,12.5703398,"{'type': 'Point', 'coordinates': [12.5703398, 55.677733]}",35,7000.0,hardware,0.5256380758,-0.0,0.0196078431372549,0.5452459189372549,20,9,5
1242,burrp!,34.1078241,-118.7526699,"{'type': 'Point', 'coordinates': [-118.7526699, 34.1078241]}",40,2150.0,web,0.5206351483,-0.0,0.0196078431372549,0.540242991437255,0,0,0
1241,burrp!,51.2057495,4.3904302,"{'type': 'Point', 'coordinates': [4.3904302, 51.2057495]}",40,2150.0,web,0.5206351483,-0.0,0.0196078431372549,0.540242991437255,20,0,0
421,Limbo,28.642933,77.181639,"{'type': 'Point', 'coordinates': [77.181639, 28.642933]}",30,27100.0,mobile,0.5194303627,-0.0,0.0196078431372549,0.5390382058372549,20,3,2
11,SodaHead,47.620982,-122.359397,"{'type': 'Point', 'coordinates': [-122.359397, 47.620982]}",25,12700.0,web,0.4007171634,-0.0,0.13725490196078433,0.5379720653607843,20,0,0
258,Kudzu,40.759243,-73.98459,"{'type': 'Point', 'coordinates': [-73.98459, 40.759243]}",50,0.0,web,0.0848136337,-0.0,0.45098039215686275,0.5357940258568628,20,3,16
71,GENWI,51.519819,-0.136174,"{'type': 'Point', 'coordinates': [-0.136174, 51.519819]}",25,7100.0,mobile,0.3760572936,-0.0,0.1568627450980392,0.5329200386980393,20,7,9
432,Intelliworks,33.445096,-111.9600942,"{'type': 'Point', 'coordinates': [-111.9600942, 33.445096]}",30,24000.0,enterprise,0.5132484718,-0.0,0.0196078431372549,0.5328563149372549,3,0,0
433,Intelliworks,40.775856,-73.424227,"{'type': 'Point', 'coordinates': [-73.424227, 40.775856]}",30,24000.0,enterprise,0.5132484718,-0.0,0.0196078431372549,0.5328563149372549,2,0,0
361,Sometrics,34.0748,-118.288536,"{'type': 'Point', 'coordinates': [-118.288536, 34.0748]}",35,5550.0,games_video,0.5118576791,-0.0,0.0196078431372549,0.531465522237255,11,1,1
235,Zemanta,52.197471,0.130588,"{'type': 'Point', 'coordinates': [0.130588, 52.197471]}",30,7350.0,web,0.4530297648,-0.0,0.0784313725490196,0.5314611373490197,20,2,0
68,Mozy,41.890376,-87.63406,"{'type': 'Point', 'coordinates': [-87.63406, 41.890376]}",26,1900.0,public_relations,0.332961089,-0.0,0.19607843137254902,0.529039520372549,20,20,10
110,Uversity,51.500152,-0.126236,"{'type': 'Point', 'coordinates': [-0.126236, 51.500152]}",30,10200.0,social,0.4697051806,-0.0,0.058823529411764705,0.5285287100117647,20,14,6
210,Gnip,56.879635,24.603189,"{'type': 'Point', 'coordinates': [24.603189, 56.879635]}",34,6640.0,enterprise,0.507574801,-0.0,0.0196078431372549,0.5271826441372549,0,0,0
1025,Extanz,40.7543489,-73.9789451,"{'type': 'Point', 'coordinates': [-73.9789451, 40.7543489]}",10,0.0,public_relations,0.0169627267,-0.0,0.5098039215686274,0.5267666482686274,20,14,16
242,Berkeley Design Automation,34.044939,-118.419067,"{'type': 'Point', 'coordinates': [-118.419067, 34.044939]}",30,20300.0,software,0.504728114,-0.0,0.0196078431372549,0.5243359571372549,1,1,0
1457,BlitzLocal,37.444531,-122.163352,"{'type': 'Point', 'coordinates': [-122.163352, 37.444531]}",40,125.0,advertising,0.3276054663,-0.0,0.19607843137254902,0.523683897672549,20,6,0
870,Siri,51.5246619,-0.0830772,"{'type': 'Point', 'coordinates': [-0.0830772, 51.5246619]}",19,24000.0,software,0.3250573655,-0.0,0.19607843137254902,0.521135796872549,20,20,3
293,Podbean LLC,37.787204,-122.397884,"{'type': 'Point', 'coordinates': [-122.397884, 37.787204]}",10,0.0,games_video,0.0169627267,-0.4,0.9019607843137255,0.5189235110137255,20,20,3
300,Fog Creek Software,37.777513,-122.397044,"{'type': 'Point', 'coordinates': [-122.397044, 37.777513]}",40,0.0,software,0.067850907,-0.0,0.45098039215686275,0.5188312991568628,20,5,0
1717,Singulex,-33.815217,151.002324,"{'type': 'Point', 'coordinates': [151.002324, -33.815217]}",25,127000.0,biotech,0.4983624677,-0.0,0.0196078431372549,0.5179703108372549,20,9,0
317,KnowledgeTree,34.155869,-118.335292,"{'type': 'Point', 'coordinates': [-118.335292, 34.155869]}",33,6950.0,software,0.4952003438,-0.0,0.0196078431372549,0.5148081869372549,8,3,0
46,Scrybe,37.794649,-122.399646,"{'type': 'Point', 'coordinates': [-122.399646, 37.794649]}",20,1310.0,enterprise,0.2435095235,-0.4,0.6666666666666666,0.5101761901666666,20,17,2
155,Three Rings,37.386376,-121.991471,"{'type': 'Point', 'coordinates': [-121.991471, 37.386376]}",30,7000.0,web,0.4505469221,-0.0,0.058823529411764705,0.5093704515117647,5,0,0
878,Formspring,37.781386,-122.421406,"{'type': 'Point', 'coordinates': [-122.421406, 37.781386]}",19,14300.0,web,0.3083692796,-0.0,0.19607843137254902,0.504447710972549,20,18,1
43,boo-box,38.0729365,-122.1879633,"{'type': 'Point', 'coordinates': [-122.1879633, 38.0729365]}",50,300.0,advertising,0.4837585177,-0.0,0.0196078431372549,0.503366360837255,0,0,0
26,iLike,37.451958,-122.116026,"{'type': 'Point', 'coordinates': [-122.116026, 37.451958]}",28,16500.0,games_video,0.4612356038,-0.0,0.0392156862745098,0.5004512900745098,0,0,0
779,Brick Marketing,37.782163,-122.400591,"{'type': 'Point', 'coordinates': [-122.400591, 37.782163]}",10,0.0,search,0.0169627267,-0.4,0.8823529411764706,0.4993156678764705,20,7,2
1617,Glympse,51.5246619,-0.0830772,"{'type': 'Point', 'coordinates': [-0.0830772, 51.5246619]}",20,7500.0,messaging,0.3027052292,-0.0,0.19607843137254902,0.49878366057254897,20,20,3
81,Fixya,49.25403,-123.115208,"{'type': 'Point', 'coordinates': [-123.115208, 49.25403]}",30,8000.0,web,0.4573420917,-0.0,0.0392156862745098,0.49655777797450984,2,0,2
40,Vuze,47.61968,-122.356756,"{'type': 'Point', 'coordinates': [-122.356756, 47.61968]}",20,34000.0,games_video,0.3539821104,-0.0,0.13725490196078433,0.4912370123607843,20,1,0
744,Geodelic Systems,30.0314279,-95.5302337,"{'type': 'Point', 'coordinates': [-95.5302337, 30.0314279]}",30,10500.0,mobile,0.4711803036,-0.0,0.0196078431372549,0.4907881467372549,1,0,0
1657,CorrectNet,55.647916,37.5289023,"{'type': 'Point', 'coordinates': [37.5289023, 55.647916]}",34,3370.0,analytics,0.4684608337,-0.0,0.0196078431372549,0.4880686768372549,20,1,1
389,iBiz Software,44.962697,-93.279911,"{'type': 'Point', 'coordinates': [-93.279911, 44.962697]}",50,250.0,consulting,0.468295164,-0.0,0.0196078431372549,0.4879030071372549,20,0,0
1140,Sysomos,52.4943074,13.434474,"{'type': 'Point', 'coordinates': [13.434474, 52.4943074]}",50,250.0,software,0.468295164,-0.0,0.0196078431372549,0.4879030071372549,20,4,3
1231,LoomTV,40.752078,-73.994785,"{'type': 'Point', 'coordinates': [-73.994785, 40.752078]}",10,0.0,games_video,0.0169627267,-0.0,0.47058823529411764,0.4875509619941176,20,6,14
663,magnify360,33.792535,-84.386384,"{'type': 'Point', 'coordinates': [-84.386384, 33.792535]}",35,2500.0,public_relations,0.4645100409,-0.0,0.0196078431372549,0.48411788403725486,20,3,1
1404,Atraverda,47.6209107,-122.361239,"{'type': 'Point', 'coordinates': [-122.361239, 47.6209107]}",24,20332.55,cleantech,0.4038477162,-0.0,0.0784313725490196,0.4822790887490196,20,0,0
799,Beau-coup Wedding Favors,37.77772,-122.395785,"{'type': 'Point', 'coordinates': [-122.395785, 37.77772]}",30,0.0,other,0.0508881802,-0.0,0.43137254901960786,0.4822607292196079,20,5,0
1436,Verisim,37.7726402,-122.4099154,"{'type': 'Point', 'coordinates': [-122.4099154, 37.7726402]}",12,1469.82,software,0.1484488666,-0.0,0.3333333333333333,0.4817821999333333,20,2,1
1093,Viigo,40.55007,-74.456689,"{'type': 'Point', 'coordinates': [-74.456689, 40.55007]}",30,5936.36,mobile,0.4421598376,-0.0,0.0392156862745098,0.48137552387450977,0,0,0
1358,Course Hero,45.519475,-122.675255,"{'type': 'Point', 'coordinates': [-122.675255, 45.519475]}",32,2380.0,education,0.4220248124,-0.0,0.058823529411764705,0.4808483418117647,20,7,0
445,PerfectBusiness,37.7878037,-122.4001578,"{'type': 'Point', 'coordinates': [-122.4001578, 37.7878037]}",10,0.0,web,0.0169627267,-0.4,0.8627450980392157,0.4797078247392157,20,20,3
250,Cellufun,52.5092995,13.3900596,"{'type': 'Point', 'coordinates': [13.3900596, 52.5092995]}",30,5230.0,games_video,0.435713075,-0.0,0.0392156862745098,0.4749287612745098,20,6,8
284,Logicalware,37.771208,-122.418129,"{'type': 'Point', 'coordinates': [-122.418129, 37.771208]}",20,367.46,software,0.2003845745,-0.0,0.27450980392156865,0.4748943784215687,20,9,1
1455,GameChanger Media,51.5211504,-0.1036021,"{'type': 'Point', 'coordinates': [-0.1036021, 51.5211504]}",20,3640.0,software,0.2781798628,-0.0,0.19607843137254902,0.47425829417254906,20,20,4
59,MocoSpace,37.387114,-121.973228,"{'type': 'Point', 'coordinates': [-121.973228, 37.387114]}",25,10500.0,games_video,0.392650253,-0.0,0.0784313725490196,0.4710816255490196,3,0,0
669,LockerDome,37.580093,-122.347745,"{'type': 'Point', 'coordinates': [-122.347745, 37.580093]}",27,8090.0,social,0.4121202486,-0.0,0.058823529411764705,0.47094377801176474,14,1,0
1356,Dealer Ignition,37.778551,-122.391686,"{'type': 'Point', 'coordinates': [-122.391686, 37.778551]}",10,100.0,advertising,0.0781162435,-0.0,0.39215686274509803,0.47027310624509805,20,3,0
13,Spock,34.155211,-118.756618,"{'type': 'Point', 'coordinates': [-118.756618, 34.155211]}",30,7000.0,search,0.4505469221,-0.0,0.0196078431372549,0.4701547652372549,4,0,0
363,Oriango,37.782101,-122.389519,"{'type': 'Point', 'coordinates': [-122.389519, 37.782101]}",10,0.0,search,0.0169627267,-0.0,0.45098039215686275,0.46794311885686274,20,2,0
66,Behance,33.8171,-111.9035,"{'type': 'Point', 'coordinates': [-111.9035, 33.8171]}",30,6500.0,web,0.4467757022,-0.0,0.0196078431372549,0.4663835453372549,1,0,0
1217,Zopim,37.4513629,-122.1842112,"{'type': 'Point', 'coordinates': [-122.1842112, 37.4513629]}",40,392.0,ecommerce,0.4051555317,-0.0,0.058823529411764705,0.46397906111176473,5,1,0
14,Farecast,37.418531,-122.025485,"{'type': 'Point', 'coordinates': [-122.025485, 37.418531]}",26,20600.0,search,0.4380780328,-0.0,0.0196078431372549,0.4576858759372549,0,0,0
247,Cellufun,59.3578896,18.0670108,"{'type': 'Point', 'coordinates': [18.0670108, 59.3578896]}",30,5230.0,games_video,0.435713075,-0.0,0.0196078431372549,0.4553209181372549,3,0,0
1285,Plastic Jungle,51.5119418,-0.0936688,"{'type': 'Point', 'coordinates': [-0.0936688, 51.5119418]}",22,23400.0,ecommerce,0.3754374027,-0.0,0.0784313725490196,0.4538687752490196,20,20,10
809,Lumenergi,38.911907,-77.215776,"{'type': 'Point', 'coordinates': [-77.215776, 38.911907]}",25,26400.0,cleantech,0.4317488612,-0.0,0.0196078431372549,0.4513567043372549,15,0,0
342,Memopal,37.785792,-122.405081,"{'type': 'Point', 'coordinates': [-122.405081, 37.785792]}",12,1000.0,network_hosting,0.1406092383,-0.4,0.7058823529411765,0.4464915912411765,20,20,2
1554,Milo,40.707954,-74.011114,"{'type': 'Point', 'coordinates': [-74.011114, 40.707954]}",20,4950.0,web,0.2886086793,-0.0,0.1568627450980392,0.4454714243980392,20,3,20
1386,Interfolio,35.911733,-78.900103,"{'type': 'Point', 'coordinates': [-78.900103, 35.911733]}",35,926.0,education,0.4055458858,-0.0,0.0392156862745098,0.44476157207450984,1,0,0
1344,Pliant Technology,39.9511019,-75.197882,"{'type': 'Point', 'coordinates': [-75.197882, 39.9511019]}",22,50300.0,enterprise,0.4039957124,-0.0,0.0392156862745098,0.44321139867450976,16,0,2
332,Citizen Sports,53.34202,-6.250684,"{'type': 'Point', 'coordinates': [-6.250684, 53.34202]}",27,10000.0,games_video,0.4218277148,-0.0,0.0196078431372549,0.44143555793725486,20,7,0
